GROUPE,SOUSGROUPE,ALIMENT,CALORIES,PROTEINES,GLUCIDES,LIPIDES,FRUCTOSE,SUCRES,GALACTOSE,GLUCOSE,LACTOSE,MALTOSE,SACCHAROSE,AMIDON
plats composés,entrées et plats composés,"Falafel ou Boulette de pois-chiche et/ou fève, frite",252.0,8.25,18.7,14.4,0.2,1.4,0.0,0.3,0.2,0.3,0.8,11.9
plats composés,entrées et plats composés,"Gratin de légumes en sauce blanche type béchamel, cuit",0.0,3.56,6.74,6.5,0.39,3.2,0.0,0.58,1.55,0.2,0.68,2.9
plats composés,entrées et plats composés,"Falafel ou Boulette de pois-chiche et/ou fève, préemballé",211.0,7.38,17.7,10.8,0.4,3.57,0.1,0.55,0.1,1.73,0.89,9.5
plats composés,entrées et plats composés,"Blé dur précuit cuisiné, en sachet micro-ondable",188.0,5.29,29.5,4.84,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0
plats composés,entrées et plats composés,"Blé dur précuit, grains entiers, cuisiné, à poêler",344.0,12.1,67.2,1.59,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0
plats composés,entrées et plats composés,"Ravioli à la viande, sauce tomate, appertisé",95.3,4.22,12.5,2.83,0.68,2.23,0.0,0.63,0.2,0.25,0.67,7.4
plats composés,entrées et plats composés,Lasagnes ou cannelloni à la viande (bolognaise),134.0,6.29,13.5,5.72,0.65,2.84,0.0,0.58,0.74,0.38,0.31,8.9
plats composés,entrées et plats composés,"Pâtes à la bolognaise (spaghetti, tagliatelles…)",116.0,5.32,13.6,4.07,0.7,2.64,0.0,0.72,0.075,0.25,0.34,10.5
plats composés,entrées et plats composés,Riz cantonais,164.0,5.46,23.6,4.94,0.1,1.28,0.0,0.075,0.1,0.1,0.38,18.4
plats composés,entrées et plats composés,"Ravioli chinois à la vapeur à la crevette, cuit",190.0,5.5,27.8,5.5,0.2,1.1,0.0,0.2,0.2,0.2,1.1,22.1
plats composés,entrées et plats composés,Gratin de pâtes,179.0,7.06,16.4,9.2,0.1,2.19,0.1,0.2,1.47,0.52,0.1,11.9
plats composés,entrées et plats composés,"Lasagnes ou cannellonis aux légumes, préemballées, cuits",103.0,2.75,11.0,4.85,1.48,4.75,0.0,1.43,0.1,0.74,1.11,0.0
plats composés,entrées et plats composés,"Pâtes à la carbonara (spaghetti, tagliatelles…)",161.0,5.91,14.2,8.7,0.2,1.79,0.0,0.094,0.26,0.27,0.19,12.5
plats composés,entrées et plats composés,"Lasagnes ou cannellonis au poisson, préemballées",148.0,7.28,13.0,7.1,0.3,2.03,0.0,0.3,0.0,0.3,0.3,0.0
plats composés,entrées et plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, cuites",226.0,10.0,26.8,8.3,0.1,4.4,0.1,0.17,0.96,3.04,0.13,17.9
plats composés,entrées et plats composés,"Couscous de légumes, préemballé",108.0,4.32,16.4,2.25,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0
plats composés,entrées et plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites",219.0,7.94,27.8,7.5,0.31,3.53,0.1,0.39,1.93,0.51,0.39,20.8
plats composés,entrées et plats composés,"Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise), préemballées, crues",265.0,11.4,40.3,5.79,0.4,3.91,0.0,0.44,0.0,1.23,0.56,0.0
plats composés,entrées et plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), à la viande (ex : bolognaise), préemballées, cuites",174.0,6.94,25.1,4.65,0.2,1.0,0.0,0.2,0.4,0.6,0.4,22.1
plats composés,entrées et plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, préemballées, crues",268.0,11.3,37.3,7.69,0.5,3.83,0.0,0.5,0.5,0.5,0.5,9.6
plats composés,entrées et plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, crues",262.0,9.98,41.4,5.69,0.3,3.46,0.0,0.16,0.0,1.74,0.26,0.0
plats composés,entrées et plats composés,Nouilles sautées/poêlées aux crevettes,104.0,4.88,12.6,3.4,0.4,1.7,0.0,0.4,0.2,0.3,0.6,10.4
plats composés,entrées et plats composés,"Riz blanc, avec poulet, préemballé, cuit",175.0,4.44,31.5,3.19,0.0,3.48,0.0,0.0,0.0,0.0,0.0,0.0
plats composés,entrées et plats composés,"Riz blanc, avec légumes et viande, préemballé, cuit",167.0,4.85,28.3,3.57,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0
plats composés,entrées et plats composés,"Risotto, aux légumes, préemballé",120.0,2.88,18.4,3.8,0.13,0.85,0.1,0.18,0.36,0.1,0.18,0.0
plats composés,entrées et plats composés,"Risotto, aux fruits de mer, préemballé",130.0,5.75,12.5,6.07,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0
plats composés,entrées et plats composés,"Risotto, aux fromages, préemballé",195.0,5.93,30.9,5.16,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0
plats composés,entrées et plats composés,"Raviolis aux légumes, sauce tomate, appertisés",91.1,2.88,13.5,2.45,0.8,2.83,0.0,0.7,0.2,0.3,0.8,10.7
plats composés,entrées et plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, cuites",156.0,5.19,20.9,4.9,0.3,1.9,0.0,0.3,0.8,0.5,0.4,19.0
plats composés,entrées et plats composés,"Pâtes en sauce aux fromages (spaghetti, tagliatelles…), préemballées",163.0,7.17,15.9,7.4,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0
plats composés,entrées et plats composés,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, crues",255.0,9.4,41.4,5.06,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0
plats composés,entrées et plats composés,"Feuille de vigne farcie au riz ou dolmas, égouttée, préemballée",150.0,2.63,18.6,6.5,0.4,0.8,0.0,0.4,0.2,0.2,0.2,17.8
plats composés,entrées et plats composés,"Lasagnes ou cannellonis aux légumes, préemballés, cuits",122.0,4.38,11.8,5.9,1.3,4.3,0.0,1.3,1.0,0.4,0.3,7.5
plats composés,entrées et plats composés,"Lasagnes ou cannellonis aux légumes et au fromage de chèvre, préemballés, cuits",179.0,7.0,14.0,10.2,0.38,2.3,0.0,0.38,1.15,0.38,0.2,11.5
plats composés,entrées et plats composés,"Lasagnes ou cannellonis au fromage et aux épinards, préemballés",133.0,6.1,11.4,6.6,0.3,3.5,0.0,0.3,0.0,0.3,0.3,0.0
plats composés,entrées et plats composés,"Aligot (purée de pomme de terre à la tomme fraîche), préemballé",195.0,8.06,9.5,13.3,0.1,0.57,0.18,0.1,0.21,0.1,0.18,0.0
plats composés,entrées et plats composés,"Fromage de chèvre pané à dorer, préemballé",0.0,12.7,15.0,19.2,0.2,3.5,0.0,0.4,0.9,2.2,0.2,11.3
plats composés,entrées et plats composés,Soufflé au fromage,184.0,12.9,3.8,12.6,0.0,1.77,0.0,0.0,0.0,0.0,0.0,2.03
plats composés,entrées et plats composés,"Tartiflette, préemballée",161.0,6.0,13.5,8.9,0.17,1.25,0.1,0.41,0.49,0.1,0.18,9.3
plats composés,entrées et plats composés,Gougère,399.0,16.2,22.7,26.6,0.1,0.56,0.1,0.11,0.1,0.45,0.1,18.0
plats composés,entrées et plats composés,"Préparation à base de fromage(s) pour fondue savoyarde, préemballée",231.0,15.9,2.6,17.2,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
plats composés,entrées et plats composés,Fromage pané au jambon,263.0,17.4,15.3,14.6,0.0,1.5,0.0,0.0,0.0,0.0,0.0,13.8
plats composés,entrées et plats composés,Escalope végétale ou steak à base de soja,0.0,17.0,8.7,14.7,0.5,2.3,0.0,0.7,0.2,0.2,0.9,6.4
plats composés,entrées et plats composés,Tempeh,157.0,17.6,7.89,4.7,0.1,0.24,0.1,0.11,0.1,0.1,0.13,0.35
plats composés,entrées et plats composés,"Nuggets de blé (sans soja), préemballé",284.0,13.5,22.4,14.9,0.34,1.33,0.1,0.22,0.1,0.56,0.21,18.7
plats composés,entrées et plats composés,"Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé",253.0,14.1,18.5,12.6,0.37,3.17,0.1,0.49,0.1,0.94,1.37,14.1
plats composés,entrées et plats composés,"Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé",251.0,15.5,19.7,10.9,0.28,1.75,0.1,0.23,0.1,1.02,0.22,16.7
plats composés,entrées et plats composés,Pané soja et blé (ne convient pas aux véganes ou végétaliens),260.0,14.4,16.8,13.9,0.27,1.28,0.1,0.2,0.1,0.81,0.1,14.6
plats composés,entrées et plats composés,"Bâtonnet pané soja et blé (convient aux véganes ou végétaliens), préemballée",245.0,16.9,18.8,10.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,15.5
plats composés,entrées et plats composés,"Escalope panée, soja, blé et fromage, type cordon bleu, préemballée",247.0,15.2,15.1,13.1,0.19,2.05,0.1,0.39,0.27,0.58,0.62,12.2
plats composés,entrées et plats composés,"Raviolis au tofu, à la sauce tomate, préemballés",91.7,3.13,12.5,2.7,1.53,3.14,0.1,0.88,0.1,0.31,0.42,8.6
plats composés,entrées et plats composés,"Galette de céréales au fromage (sans soja), préemballé",241.0,7.0,27.8,10.3,0.73,2.86,0.1,0.72,0.1,1.07,0.34,23.0
plats composés,entrées et plats composés,"Galette de céréales aux légumes (sans soja), préemballé",211.0,5.31,28.0,7.6,0.8,3.66,0.1,0.7,0.1,1.72,0.44,21.8
plats composés,entrées et plats composés,"Boulette végétale au soja et/ou blé, préemballée",211.0,17.6,7.98,10.6,0.42,3.47,0.1,1.03,0.1,0.7,1.32,3.2
plats composés,entrées et plats composés,"Galette ou pavé aux lentilles, soja et légumes, préemballé",170.0,10.6,16.7,5.6,0.38,2.77,0.1,0.63,0.1,0.88,0.88,10.6
plats composés,entrées et plats composés,"Galette ou pavé au blé (seitan) et légumes, préemballé",208.0,13.4,20.8,7.1,0.52,3.97,0.1,0.49,0.1,2.29,0.67,13.7
plats composés,entrées et plats composés,"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé",215.0,17.5,8.15,11.0,0.14,1.87,0.1,0.4,0.1,0.24,1.09,2.7
plats composés,entrées et plats composés,"Galette ou pavé au blé et soja (ne convient pas aux véganes ou végétaliens), préemballé",201.0,11.1,13.3,10.2,0.27,2.62,0.1,1.03,0.1,0.95,0.37,10.7
plats composés,entrées et plats composés,"Galette ou pavé au soja et fromage, préemballé",204.0,16.8,6.08,12.0,0.1,0.75,0.1,0.2,0.1,0.1,0.55,4.7
plats composés,entrées et plats composés,"Galette ou pavé au soja et légumes, préemballé",175.0,14.4,8.36,8.1,1.0,3.45,0.1,0.97,0.1,0.21,1.27,3.4
plats composés,entrées et plats composés,"Galette ou pavé au soja, fromage et légumes, préemballé",180.0,15.1,7.72,9.1,0.66,2.03,0.1,0.63,0.1,0.38,0.36,5.2
plats composés,entrées et plats composés,"Haché végétal à base de soja, préemballé",143.0,12.6,7.01,5.8,1.59,4.19,0.1,1.16,0.1,0.1,1.44,0.35
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza au fromage ou Pizza margherita, préemballée",227.0,9.09,29.6,7.64,0.63,2.72,0.13,0.7,0.2,1.25,0.2,17.6
"pizzas, tartes et crêpes salées",entrées et plats composés,"Quiche lorraine, préemballée",274.0,8.96,21.0,16.8,0.16,2.67,0.0,0.25,1.69,0.4,0.15,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Crêpe ou Galette fourrée béchamel jambon, préemballée",136.0,5.75,18.7,4.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,16.8
"pizzas, tartes et crêpes salées",entrées et plats composés,"Crêpe ou Galette fourrée béchamel jambon fromage, préemballée",182.0,8.83,19.1,7.5,0.3,1.7,0.0,0.2,0.0,0.21,0.17,17.4
"pizzas, tartes et crêpes salées",entrées et plats composés,"Crêpe ou Galette fourrée béchamel champignon, préemballée",150.0,4.83,20.7,5.02,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tarte aux légumes, préemballée",216.0,5.0,21.8,11.7,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza jambon fromage, préemballée",218.0,10.3,28.0,6.69,0.59,2.91,0.0,0.53,0.0,1.79,0.26,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tarte au fromage, préemballée",289.0,10.3,20.7,18.0,0.3,1.63,0.0,0.083,1.35,0.2,0.28,17.5
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tarte à la provençale, préemballée",241.0,5.5,20.0,14.3,0.0,2.9,0.0,0.0,0.0,0.0,0.0,17.1
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza à la viande, type bolognaise, préemballée",227.0,10.3,27.2,8.03,0.71,2.94,0.087,1.03,0.0,1.11,0.3,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,Burritos,170.0,8.0,14.3,8.5,0.76,1.9,0.0,0.86,0.2,0.29,0.4,6.8
"pizzas, tartes et crêpes salées",entrées et plats composés,Fajitas,158.0,12.7,16.0,4.5,0.6,2.2,0.0,0.7,0.2,0.4,0.5,9.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza au chorizo ou salami, préemballée",248.0,10.4,26.5,10.7,0.9,3.29,0.0,0.6,0.0,1.6,0.25,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza aux fruits de mer, préemballée",200.0,10.3,24.6,6.65,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza au saumon, préemballée",231.0,10.1,26.7,8.78,0.59,3.04,0.0,0.59,0.2,1.67,0.2,21.7
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza au chèvre et lardons, préemballée",245.0,10.7,26.9,9.96,0.6,3.17,0.0,0.8,0.0,1.7,0.23,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza aux légumes ou Pizza 4 saisons, préemballée",214.0,8.48,25.7,8.0,0.79,3.62,0.0,0.79,0.2,2.04,0.2,21.3
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza champignons fromage, préemballée",217.0,7.8,31.6,6.1,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza 4 fromages, préemballée",267.0,13.1,28.2,10.5,0.53,2.61,0.11,0.44,0.15,1.38,0.1,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pissaladière, préemballée",284.0,6.4,33.8,13.1,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tarte à l'oignon, préemballée",280.0,7.0,23.5,17.2,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza jambon fromage champignons ou pizza royale, reine ou regina, préemballée",205.0,9.54,25.7,6.66,0.85,3.16,0.0,0.78,0.3,1.08,0.28,21.2
"pizzas, tartes et crêpes salées",entrées et plats composés,"Crêpe ou Galette fourrée béchamel fromage, préemballée",149.0,6.02,17.7,5.75,0.0,3.86,0.0,0.0,0.0,0.0,0.0,13.8
"pizzas, tartes et crêpes salées",entrées et plats composés,"Flammenkueche ou Tarte flambée aux lardons, préemballée",300.0,8.81,31.8,14.8,0.27,4.15,0.1,0.55,1.41,1.73,0.19,26.3
"pizzas, tartes et crêpes salées",entrées et plats composés,"Crêpe ou Galette fourrée béchamel jambon fromage champignon, préemballée",159.0,8.3,16.6,6.3,0.0,2.7,0.0,0.0,0.0,0.0,0.0,10.7
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tarte ou Tourte aux poireaux, préemballée",243.0,5.76,21.6,14.3,0.2,2.34,0.0,0.6,1.0,0.4,0.2,16.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tarte au saumon, préemballée",215.0,8.53,21.0,10.5,0.21,1.63,0.0,0.3,0.4,0.72,0.2,19.3
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tourte au riesling, préemballée",251.0,10.2,23.7,12.6,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tarte à la tomate, préemballée",218.0,5.17,19.3,12.8,1.8,4.2,0.0,1.7,0.2,0.6,0.2,13.9
"pizzas, tartes et crêpes salées",entrées et plats composés,"Crêpe ou Galette complète (oeuf, jambon, fromage), préemballée",209.0,12.7,15.2,9.8,0.2,1.1,0.0,0.2,0.2,0.2,0.2,9.8
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tarte aux noix de Saint-Jacques, préemballée",266.0,8.25,24.2,14.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pastilla au poulet, préemballée",218.0,12.3,14.1,12.2,0.29,3.85,0.0,0.53,0.1,0.91,2.12,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza aux lardons, oignons et fromage, préemballée",255.0,11.2,27.7,10.6,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Crêpe ou Galette aux noix de St Jacques, préemballée",168.0,7.7,15.8,8.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Crêpe ou Galette fourrée béchamel champignon, cuite, préemballée",172.0,5.5,18.5,7.7,0.2,3.16,0.0,0.29,2.3,0.58,0.2,15.3
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tarte au maroilles ou Flamiche au maroilles, préemballée",315.0,14.1,22.1,18.3,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Crêpe ou Galette fourrée au poisson et / ou fruits de mer, préemballée",206.0,8.5,14.3,12.4,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Ficelle picarde, préemballée",151.0,8.6,11.9,7.5,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tarte épinard chèvre, préemballée",244.0,7.08,22.2,13.6,0.2,3.0,0.0,0.2,1.4,0.8,0.2,18.3
"pizzas, tartes et crêpes salées",entrées et plats composés,"Tielle sétoise, préemballée",306.0,8.15,30.9,16.0,1.35,5.05,0.0,1.0,0.1,1.25,0.1,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza au thon, préemballée",220.0,10.8,23.3,8.78,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza kebab, préemballée",211.0,9.4,26.6,7.01,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza au poulet, préemballée",215.0,9.95,27.5,6.68,0.53,2.96,0.0,0.4,0.0,2.02,0.25,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza type raclette ou tartiflette, préemballée",276.0,11.8,27.5,12.7,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0
"pizzas, tartes et crêpes salées",entrées et plats composés,"Pizza au speck ou jambon cru, préemballée",240.0,12.2,25.7,9.43,0.61,3.47,0.0,0.47,0.0,2.39,0.3,0.0
sandwichs,entrées et plats composés,"Focaccia, garnie",233.0,8.0,29.5,8.75,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0
sandwichs,entrées et plats composés,"Fougasse, garnie",306.0,9.53,38.8,11.8,0.0,1.47,0.0,0.0,0.0,0.0,0.0,37.3
sandwichs,entrées et plats composés,"Croque-monsieur, fait maison",0.0,14.3,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandwichs,entrées et plats composés,"Hot-dog, préemballé",278.0,10.9,26.3,13.8,1.2,5.2,0.0,2.0,0.3,1.0,0.7,19.1
sandwichs,entrées et plats composés,"Hamburger, provenant de fast food",246.0,13.3,28.3,8.44,3.19,5.95,0.0,2.13,0.0,0.63,0.0,20.7
sandwichs,entrées et plats composés,"Cheeseburger, provenant de fast food",268.0,14.0,23.1,12.9,1.32,5.47,0.15,1.97,0.2,0.5,0.59,17.7
sandwichs,entrées et plats composés,"Double cheeseburger, provenant de fast food",299.0,15.5,21.5,16.7,0.3,0.0,0.0,0.9,0.2,0.2,0.2,19.8
sandwichs,entrées et plats composés,"Burger au poisson, provenant de fast food",263.0,12.2,26.7,11.5,1.2,3.9,0.0,1.3,0.2,0.7,0.4,21.8
sandwichs,entrées et plats composés,"Sandwich grec ou Kebab, pita, crudités",233.0,15.2,17.4,10.9,0.2,1.1,0.0,0.2,0.2,1.1,0.2,15.9
sandwichs,entrées et plats composés,"Sandwich grec ou Kebab, baguette, crudités",246.0,15.0,23.6,9.8,0.0,2.6,0.0,0.0,0.0,0.0,0.0,21.0
sandwichs,entrées et plats composés,"Sandwich baguette, thon, crudités (tomate, salade), mayonnaise",274.0,10.3,32.0,11.3,0.0,1.4,0.0,0.0,0.0,0.0,0.0,30.5
sandwichs,entrées et plats composés,"Sandwich panini, jambon cru, mozzarella, tomates",243.0,14.2,27.2,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandwichs,entrées et plats composés,"Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre",222.0,10.1,30.9,5.98,0.0,2.55,0.0,0.0,0.0,0.0,0.0,28.4
sandwichs,entrées et plats composés,"Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise",247.0,10.0,36.3,6.35,0.0,3.0,0.0,1.0,0.0,1.35,0.2,32.1
sandwichs,entrées et plats composés,"Sandwich baguette, jambon emmental, préemballé",285.0,13.3,26.9,13.1,0.3,2.55,0.0,0.28,0.0,2.25,0.25,0.0
sandwichs,entrées et plats composés,"Sandwich baguette, saumon fumé, beurre",265.0,11.5,40.8,5.6,0.0,2.65,0.0,0.0,0.0,0.0,0.0,38.2
sandwichs,entrées et plats composés,"Sandwich baguette, thon, maïs, crudités, préemballé",198.0,8.87,25.0,6.03,0.85,2.83,0.0,0.8,0.0,1.17,0.23,0.0
sandwichs,entrées et plats composés,Burger au poulet,249.0,12.7,23.8,11.0,1.16,2.9,0.0,1.16,0.2,0.58,0.2,18.4
sandwichs,entrées et plats composés,Pan bagnat,215.0,7.95,30.3,6.48,0.0,3.2,0.0,0.0,0.0,0.0,0.0,22.3
sandwichs,entrées et plats composés,"Sandwich baguette, jambon, beurre",285.0,9.93,33.7,11.5,0.0,2.34,0.0,1.09,0.0,1.25,0.2,31.3
sandwichs,entrées et plats composés,"Sandwich baguette, camembert, beurre",339.0,11.9,34.3,16.7,0.0,2.18,0.0,0.0,0.0,0.0,0.0,32.2
sandwichs,entrées et plats composés,"Sandwich baguette, pâté, cornichons",298.0,10.1,32.1,13.9,0.0,2.44,0.0,0.0,0.0,0.0,0.0,29.7
sandwichs,entrées et plats composés,"Sandwich baguette, saucisson, beurre",383.0,13.7,32.0,21.6,0.0,2.36,0.0,0.8,0.0,1.43,0.2,29.6
sandwichs,entrées et plats composés,"Sandwich baguette, jambon, emmental, beurre",286.0,12.2,32.7,10.9,0.0,2.87,0.0,1.17,0.0,1.1,0.2,28.0
sandwichs,entrées et plats composés,"Toasts ou Canapés salés, garnitures diverses, préemballés",233.0,9.09,17.8,13.3,1.6,5.75,0.0,2.0,0.4,1.6,0.2,11.7
sandwichs,entrées et plats composés,"Sandwich baguette, crudités diverses, mayonnaise",221.0,6.54,30.0,7.9,0.0,2.67,0.0,0.0,0.0,0.0,0.0,27.3
sandwichs,entrées et plats composés,"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise",255.0,12.4,30.6,8.82,0.0,2.24,0.0,0.0,0.0,0.0,0.0,28.3
sandwichs,entrées et plats composés,"Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise",247.0,8.52,30.9,9.47,0.0,2.38,0.0,0.0,0.0,0.0,0.0,28.5
sandwichs,entrées et plats composés,"Sandwich baguette, porc, crudités (tomate, salade), mayonnaise",267.0,12.0,30.1,10.6,0.0,2.3,0.0,0.0,0.0,0.0,0.0,27.8
sandwichs,entrées et plats composés,"Sandwich baguette, merguez, ketchup moutarde",282.0,13.1,31.0,11.4,0.0,2.92,0.0,0.0,0.0,0.0,0.0,28.1
sandwichs,entrées et plats composés,"Sandwich baguette, salami, beurre",379.0,12.5,33.2,21.4,0.0,2.01,0.0,0.0,0.0,0.0,0.0,31.2
sandwichs,entrées et plats composés,Croque-madame,264.0,13.7,16.9,15.5,0.0,1.37,0.0,0.0,0.0,0.0,0.0,14.9
sandwichs,entrées et plats composés,"Sandwich pain de mie, garnitures diverses, préemballé",267.0,11.7,25.1,12.4,1.22,3.42,0.0,1.06,0.0,0.93,0.22,0.0
sandwichs,entrées et plats composés,"Croque-monsieur, préemballé",273.0,11.3,26.8,12.9,0.087,2.14,0.0,0.48,0.81,0.77,0.1,3.9
sandwichs,entrées et plats composés,"Sandwich pain de mie complet, jambon, crudités, fromage optionnel, préemballé",243.0,10.0,23.1,11.6,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0
sandwichs,entrées et plats composés,"Sandwich pain de mie complet, thon, crudités, mayonnaise, préemballé",240.0,9.82,23.1,11.3,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0
